Date,spy
2025-07-28,-0.0002511001451916961
2025-07-29,-0.0026377452404861
2025-07-30,-0.0012592342390789213
2025-07-31,-0.0037511295105476794
2025-08-01,-0.016390562686528054
2025-08-04,0.015199814188961769
2025-08-05,-0.005069966572431306
2025-08-06,0.007659680244984202
2025-08-07,-0.0008376240775045396
2025-08-08,0.007797573458693252
2025-08-11,-0.0019774432364148
2025-08-12,0.010646114455700184
2025-08-13,0.0034230513551560815
2025-08-14,9.296545483872265e-05
2025-08-15,-0.002341194642022759
2025-08-18,-0.00021763143719111255
2025-08-19,-0.005425130066677664
2025-08-20,-0.0026570836306466505
2025-08-21,-0.004011822287558586
2025-08-22,0.01535688655115064
2025-08-25,-0.0044011570576184544
2025-08-26,0.004187036349890816
2025-08-27,0.0022785132820093423
2025-08-28,0.003541362732142783
2025-08-29,-0.0059636816039791984
2025-09-02,-0.007410295555874247
2025-09-03,0.0054195597134076845
2025-09-04,0.008357360441814565
2025-09-05,-0.002896148488535144
2025-09-08,0.002456541908713472
2025-09-09,0.0023119206976098816
2025-09-10,0.0028908542790047065
2025-09-11,0.008310264731785644
2025-09-12,-0.00033461291182779185
2025-09-15,0.005323858293106998
2025-09-16,-0.0013767927852816886
2025-09-17,-0.0012424352925486382
2025-09-18,0.004672445142330339
2025-09-19,0.004952874775332017
2025-09-22,0.004731007968096224
2025-09-23,-0.0054434748398075605
2025-09-24,-0.003181633452613686
2025-09-25,-0.0046134974884720625
2025-09-26,0.005729144366994232
2025-09-29,0.0028103664411398555
2025-09-30,0.0037668667591119753
2025-10-01,0.0034075694259330103
2025-10-02,0.001151711603039951
2025-10-03,-1.4767362221612679e-05
2025-10-06,0.003586228910336109
2025-10-07,-0.003707492250961897
2025-10-08,0.005963052412792269
2025-10-09,-0.0028970083792374535
2025-10-10,-0.02702782789908964
2025-10-13,0.015344074693208754
2025-10-14,-0.0012216548034567065
2025-10-15,0.004439615866679292
2025-10-16,-0.006810260525524803
2025-10-17,0.005676300358907982
2025-10-20,0.010400475399621634
2025-10-21,-1.4995920012528252e-05
2025-10-22,-0.005198815962920711
2025-10-23,0.005929891190499692
2025-10-24,0.008172571104630766
2025-10-27,0.011797712023148943
2025-10-28,0.002655998956591077
2025-10-29,0.0004802976988058649
2025-10-30,-0.010998144919191377
2025-10-31,0.0032802806107155025
2025-11-03,0.0018766870879645126
2025-11-04,-0.011853539942447533
2025-11-05,0.003465389196996238
2025-11-06,-0.010729333212666003
2025-11-07,0.0009845075813768034
2025-11-10,0.015604434791510524
2025-11-11,0.0022891497024457585
2025-11-12,0.0005563986064420767
2025-11-13,-0.016594021470737852
2025-11-14,-0.00016358609958400105
2025-11-17,-0.009316523930962162
2025-11-18,-0.00839746055820656
2025-11-19,0.003863199783587179
2025-11-20,-0.015242336682765423
2025-11-21,0.009961222976632822
2025-11-24,0.014718507062180475
2025-11-25,0.00940589965210692
2025-11-26,0.006903575013019525
2025-11-28,0.005458406338614941
2025-12-01,-0.004565415602551193
2025-12-02,0.0018522092741120044
2025-12-03,0.0034627677932603795
2025-12-04,0.0007310561539983773
2025-12-05,0.0018995368427094927
2025-12-08,-0.0030042775146746914
2025-12-09,-0.0008631449669616043
2025-12-10,0.00663226800901473
2025-12-11,0.002326948130527251
2025-12-12,-0.010752057995096265
2025-12-15,-0.0015107978831542246
2025-12-16,-0.00273229759527871
2025-12-17,-0.011003620102041367
2025-12-18,0.0075513325776148665
2025-12-19,0.009063445479451815
2025-12-22,0.006229892278320159
2025-12-23,0.004570454818432879
2025-12-24,0.0035176203055324873
2025-12-26,-0.00010141503224314619
2025-12-29,-0.003563628207054803
2025-12-30,-0.0012211007345822589
2025-12-31,-0.007408967373390696
2026-01-02,0.0018330397334518356
2026-01-05,0.006660113816063129
2026-01-06,0.005947183373089304
2026-01-07,-0.0032233567922274053
2026-01-08,-0.00010153268198576093
2026-01-09,0.006613342394092614
2026-01-12,0.0015704538117717881
2026-01-13,-0.0019994751058702853
2026-01-14,-0.0049152373416185835
2026-01-15,0.0027232143965294497
2026-01-16,-0.0008378739908954103
2026-01-20,-0.020356785723545046
2026-01-21,0.011541079202094462
2026-01-22,0.005223230019727687
2026-01-23,0.0003627802397405677
2026-01-26,0.005078147060609828
2026-01-27,0.003984264729684606
2026-01-28,-0.00010066990364987483
2026-01-29,-0.0019843824489698125
2026-01-30,-0.0029825802604032114
2026-02-02,0.004971362130935519
2026-02-03,-0.00845539643070059
2026-02-04,-0.004843921678897134
2026-02-05,-0.012489211256201727
2026-02-06,0.019184711840951385
2026-02-09,0.004821832103010459
2026-02-10,-0.002637160432080843
2026-02-11,-0.00023105881441631837
2026-02-12,-0.0154488742279012
2026-02-13,0.0007044854938154099
2026-02-17,0.0016134664707250224
2026-02-18,0.005037758541617032
2026-02-19,-0.0026374339404172664
2026-02-20,0.007231864589122949
2026-02-23,-0.010211314710874664
2026-02-24,0.00726845293039502
2026-02-25,0.008438348943581309
2026-02-26,-0.005554476391621099
2026-02-27,-0.004801943258527341
2026-03-02,0.0005685787823312971
2026-03-03,-0.00881433848279567
2026-03-04,0.007055308353084655
2026-03-05,-0.005575546846393831
2026-03-06,-0.013107135070836495
2026-03-09,0.008760025013039074
2026-03-10,-0.0016071269053671289
2026-03-11,-0.0012551629285171284
2026-03-12,-0.015184948869363502
2026-03-13,-0.005660109501006372
2026-03-16,0.010176866111483163
2026-03-17,0.00263055486997521
2026-03-18,-0.013953645387120184
2026-03-19,-0.0024643404851918405
2026-03-20,-0.01433577587250423
2026-03-23,0.01050001924493782
2026-03-24,-0.0033568497522664664
2026-03-25,0.0055727589473859585
2026-03-26,-0.017858744158138706
2026-03-27,-0.017051883523327982
2026-03-30,-0.0033434623831846144
2026-03-31,0.02906792569891481
2026-04-01,0.007534463782890022
2026-04-02,0.0009004744280911581
2026-04-06,0.004726797348638012
2026-04-07,0.0004400741058487867
2026-04-08,0.025469554638327674
2026-04-09,0.00576909117108837
2026-04-10,-0.0006617805145495703
